id,name,birth
1974834,"Graham Davidson",1982
87835,"Jerry Blatt",1941
903837,"Pantelis Voulgaris",1940
1073837,"Spanky Dustin Ward",1973
1770839,"Vladislav Kozlov",1976
4830839,"Nisvet Hrustic",1956
6819842,"John Byrnes",1976
1889843,"Tim Mälzer",1971
155849,"Dmitriy Cherkasov",1973
3487850,"Wook Heo",1978
1294852,"Mikolaj Sidorczenko",1944
5459852,"Jean-Luc McMurtry",1993
1311853,"Raymond Barre",1924
6819853,"Anna Sæunn Ólafsdóttir",1987
1634854,"Marit Bergman",1975
155855,"David Cherkasskiy",1932
665856,"Randy Spears",1961
5510857,"Alena Duranova",1981
1617857,"Cerris Morgan-Moyer",1973
325858,"Mia Goldman",1954
9862858,"Zain Al Rafeea",2004
1328859,"Kenjirô Tsuda",1971
937860,"Marian Wolf",1958
1634862,"Thomas Borer",1957
172862,"Jason Paul Collum",1973
818863,"Vanusa Spindler",1970
1481864,"Wolfgang Mittendorfer",1972
2864,"Michael Markowitz",1961
903866,"Kostas Voutsas",1931
359867,"Pauli Hanhiniemi",1964
1702868,"Jishu Sengupta",1977
6785868,"Upendra Madhav",1978
1311868,"Yvon Bourges",1921
1685870,"Brad Anderson",1924
801870,"Singeetam Srinivasa Rao",1931
223870,"Luigi Di Gianni",1926
886870,"Peter van Eyck",1911
70872,"Yahya Benekay",1925
53873,"Marga Barbu",1929
699873,"Alan Pudney",1934
2246873,"Bakirdin Aliyev",1933
1498874,"Robert Dastoli",1985
529876,"Carlos López Moctezuma",1909
2722876,"Pawel Naroznik",1967
495877,"Fran Lebowitz",1950
1753877,"Nick Tatham",1983
1515878,"Aaron Perilo",1981
444879,"Feliks Kefchiyan",1938
1838881,"Luke Kelly",1940
699881,"Carlos Puebla",1917
4269881,"Fedor Flasík",1958
206883,"Ivan de Albuquerque",1932
988883,"Vinny Appice",1959
325885,"Peter Emmanuel Goldman",1939
512886,"Ron Link",1940
2586888,"Michael Sragow",1952
529889,"Efraín López Neris",1937
1209890,"Matt Hausmann",1978
3079891,"Yoon-tae Kim",1972
2399892,"Roger Edwards",1981
2892,"Wally Pfister",1961
155893,"Petar Chernev",1934
359895,"Ryszarda Hanin",1919
2518895,"Robin Cecil-Wright",1941
869895,"Harry Towb",1925
3402895,"Tim Stotz",1972
1226895,"Karel Barton",1942
121895,"Tom Burke",1981
138896,"Pío Caro Baroja",1928
631896,"Miodrag Nikolic",1925
2620896,"Mystery",1971
784897,"Xavier Serbia",1968
937900,"Peter Wolf",1946
495902,"Derek Lebrero",1971
410902,"Renji Ishibashi",1941
2739905,"Gail Bruno",1975
342906,"Dieter Groest",1932
682907,"Pedro Pietri",1944
410908,"Ayumi Ishida",1948
1158909,"Morgan Faust",1978
53910,"Héctor Barca",1979
2910,"Gianni Lepre",1947
631910,"Suzana Nikolic",1965
1379910,"Lívia Falcão",1967
1175912,"Cindy Landon",1957
733913,"Billy Roche",1949
274914,"Paul Ferris",1941
70914,"Vladislav Benes",1956
631915,"Zivko Nikolic",1941
1464915,"Thumi Melamu",1980
138915,"José Luis Caro",1925
733916,"Catherine Roche",1922
2450917,"Isaac Bonewits",1949
1396919,"Dave Kushner",1965
172920,"Fabiola Colmenares",1974
70921,"Gabriela Benesch",1965
699921,"Rolo Puente",1939
903923,"Andrei Voynovsky",1959
597923,"Richard Monette",1944
1940924,"Conrad Reinhardt",1977
1056924,"John Keiter",1976
104926,"Horst E. Brandt",1923
4150929,"Medi Sadoun",1973
937929,"Sasha Wolf",1964
3028929,"Angeliki Papathemeli",1967
5952930,"Luis Jaime Rodriguez",1986
920930,"Ulrich Kodjo Wendt",1962
750930,"Jorge Russek",1932
1090931,"Amanda Philipson",1978
4388931,"Ivo Ladizinský",1964
529931,"Eduardo López Rojas",1937
3623931,"Stanislaw Kucner",1932
257932,"Hyôe Enoki",1928
70932,"Josep Maria Benet i Jornet",1940
954934,"Patricia Zentilli",1970
189934,"Paola Tiziana Cruciani",1958
257934,"Takaaki Enoki",1956
1328934,"Nina Fog",1980
53935,"Franck Barcellini",1920
682936,"Dariusz Pietrykowski",1957
155936,"Aleksandr Chernov",1938
852938,"Myra Taylor",1917
427939,"Disley Jones",1926
257939,"Yoji Enokido",1963
597940,"Eddie Money",1949
274941,"Miguel Ángel Ferriz",1950
393942,"Stacy Hopcus",1981
410943,"Tetsuo Ishidate",1942
2212943,"Jenn Lindsay",1978
2671944,"Cristián Carvajal",1977
410945,"Toshirô Ishidô",1932
1073947,"Laurence Marks",1948
2739948,"Jennifer Winter",1964
427948,"Donald Jones",1932
869949,"Randy Towers",1953
393949,"Anthony Hope",1863
580950,"Igor Merkulov",1962
1209950,"Paige Hurd",1992
2008953,"Nawaf Al-Janahi",1977
4507953,"Ole Lagerpusch",1982
2433953,"Moon Wang",1965
1090954,"Sarah Plommer",1972
2756954,"Michael Söth",1965
138954,"Charles Carroll",1952
2955,"Joseph Melskens",1960
1974957,"So-young Kim",1990
1838958,"Nick Fletcher",1981
1498959,"Georgina Duluc",1981
2144959,"Paolina Biguine",1995
886962,"Riet Van Gool",1953
631963,"Sergey Nikonenko",1941
461964,"Andro Kobaladze",1920
597964,"Claudine Monfette",1947
631964,"Ekaterina Voronina",1946
3980965,"Ross McElwee Jr.",1920
3487965,"Leon Seidel",1996
1243968,"Moises Alou",1966
2076970,"Tasciotti",1967
1345971,"Raffaella De Vita",1942
1243973,"Elik Alvarez",1974
104973,"Michael Brandt",1968
648975,"Amanda Ooms",1964
1345976,"Tara Dean",1977
206976,"Paulo Sérgio de Almeida",1945
2348978,"Valeri Borzov",1949
36980,"Leon Aronson",1945
869981,"Tom Towles",1950
36981,"Letty Aronson",1943
665981,"Stefano Patrizi",1950
1328982,"Asami Katsura",1984
580982,"Agnès Merlet",1959
1736982,"Nellie McKay",1982
3487984,"Tristram Atkins",1977
597985,"Silvia Monfort",1923
274986,"Lida Ferro",1915
223986,"Anneka Di Lorenzo",1952
138987,"Martine Carol",1920
155987,"Aleksandr Chernykh",1962
2433987,"Semyon Samodur",1911
155988,"Andrei Chernykh",1960
2297989,"Jameel Khoury",1980
172989,"Laetitia Colombani",1976
10916991,"Katja Hildebrand",1968
801991,"Loren Singer",1923
2093992,"Eric Gerber",1982
3062995,"Ursula Cain",1927
172996,"Martina Colombari",1975
274997,"Márcia Ferro",1962
411002,"Katsuhito Ishii",1966
275002,"Rafael Ferro",1965
989002,"Joeri Busschots",1987
921003,"Wolfram Weniger",1940
462003,"Izumi Kobayashi",1957
802004,"Melania Singer",1967
241005,"Raoul Duguay",1939
2009006,"Demetrius Grosse",1981
3148007,"Jack Taylor",1917
7041010,"Zach Beeken",1995
700010,"Alla Pugacheva",1949
4780011,"John J. Kerecz",1961
71011,"Starla Benford",1964
1567011,"Leonardo Di Cesare",1968
564012,"Peter McAllum",1946
2128012,"Marta Melro",1985
3017,"Lori Elberg",1975
513018,"Teri Ann Linn",1961
2094018,"John McLean",1959
54020,"Barry Barclay",1944
751020,"Bill Russell",1934
513021,"Mark Linn-Baker",1954
292024,"Roger Frappier",1945
615025,"James Murray",1975
2077026,"Geerteke van Lierop",1980
768027,"Ikki Sawamura",1967
2604029,"Frank Williams",1942
7755030,"Pham Quynh Anh",1984
921031,"Christian Wennberg",1974
190032,"Gastão Cruls",1888
3471035,"Kupono Aweau",1986
853035,"Rocky Taylor",1957
190036,"Denny Crum",1937
1550036,"Serge Klarsfeld",1935
1822039,"Paul Boccadoro",1983
241039,"Claude Duhamel",1970
309039,"Pierre Gascar",1916
513040,"Johannes Linnankoski",1869
2995040,"Tom Large",1985
1142042,"Martin Martincek",1913
4576046,"Carlos Malvarez",1986
394046,"Ted Hope",1962
496047,"Zygmunt Lech",1946
819048,"Vadim Spiridonov",1944
1159049,"Lovinder Gill",1969
513049,"Gees Linnebank",1945
462051,"Satoru Kobayashi",1930
122052,"Larisa Burkova",1940
2978052,"Adam Ljoså",1986
547053,"Mariani",1933
1244053,"Pelle Bang Sørensen",1995
462054,"Setsuo Kobayashi",1920
190054,"Robert Crumb",1943
955055,"Gabriela Zerhau",1955
411056,"Hitoshi Ishikawa",1959
649057,"Wim Opbrouck",1969
1907058,"Valerie Morel",1975
717059,"Heinz Reichert",1877
904061,"Cornelis Vreeswijk",1937
3267061,"Teddy Schwarzman",1979
1601061,"Anthony Bonaventura",1978
802063,"Erni Singerl",1921
105064,"Leci Brandão",1944
3012064,"Grey Damon",1987
428065,"Felicity Jones",1983
5953065,"Branislav Cernjev",1999
360066,"Clifford Hanley",1922
462067,"Tetsuko Kobayashi",1941
360067,"Daniel P. Hanley",1955
3335067,"Leo Harlem",1962
3069,"James DuMont",1965
479071,"Pam La Testa",1944
2179073,"Andrew Jones",1988
2247074,"Kyle Sorrell",1978
853079,"Robert Taylor",1963
496079,"Andreas Lechner",1959
1720080,"Aoife Madden",1981
394080,"Susanne Hopf",1965
2349080,"Ben Medina",1982
275081,"Jean Ferry",1906
3082,"Bailey Chase",1972
428086,"Freddie Jones",1927
224086,"Victor di Mello",1940
37087,"Larry Arpin",1952
360088,"Katie Hanley",1949
683089,"Jean Pignol",1924
2298090,"Flaminia Morandi",1947
462090,"Mina Kolb",1926
4882092,"Cherie DeVille",1978
3743093,"Seth Graves",1978
598093,"Corbett Monica",1930
2910093,"Pavel Volya",1979
904093,"Dolf de Vries",1937
2621093,"Abdullah Al Mamun",1942
1856093,"Sunaina Jassal",1991
904094,"Edwin de Vries",1950
904095,"Erik de Vries",1963
1363100,"Laura Bondarevsky",1979
3573100,"Olya Zueva",1987
3102,"Job ter Burg",1972
581103,"Mario Merola",1934
547104,"Simona Mariani",1954
785104,"Igor Sergeev",1960
8265107,"Priscilla Mahesh",1991
496108,"Volker Lechtenbrink",1944
479108,"Robert La Tourneaux",1940
1040109,"Mohammad Ghorbankarimi",1974
6973110,"Kirato Wakayama",2003
904112,"Coen van Vrijberghe de Coningh",1950
1329114,"Reina",1987
1193114,"Hiroshi Kobayashi",1990
3199115,"Daniel B. Roy",1983
156116,"Stanley Z. Cherry",1932
1057116,"Shelby Fenner",1978
309116,"Jacek Gasiorowski",1950
3250118,"Morgan Johansson",1972
2111118,"Sami Roe",1990
394119,"Billy Hopkins",1958
649120,"Gustav Oplustil",1926
2298120,"Mike Korich",1982
122121,"Felix Burleson",1948
717121,"Thomas Reichman",1944
4491122,"Wesley Scott",1987
1142124,"Esteban Menis",1977
2077124,"Keith Jardine",1975
768124,"Dimitrina Savova",1926
105124,"Vlado Brankovic",1928
972125,"Paul Skidmore",1978
54126,"Antonina Barczewska",1915
1856127,"Katie Knutson",1989
258128,"Jason Ensler",1970
224129,"Olimpia Di Nardo",1948
309129,"Brian Gaskill",1970
292129,"George MacDonald Fraser",1925
7551129,"Mikael Bartolomeus Winberg",1982
6514130,"Robert Trivers",1943
513130,"Paulo Lins",1958
411132,"Masato Ishioka",1960
734132,"Henri-Pierre Roché",1879
1380133,"Chris Comvalius",1948
4797133,"Josef Nekvasil",1955
275135,"Léo Ferré",1916
1363135,"David M. Brunsman",1977
632137,"Peter Nilson",1937
2927138,"Dorota Lukasiewicz",1982
3139,"Ingo Frenzel",1966
2315139,"Annabelle Roberts",1998
7058139,"Darya Plakhtiy",1992
3658140,"Roland Cazimero",1950
190141,"Kerie Cruse",1984
802142,"K. Bikram Singh",1938
241143,"John Dukakis",1958
2468144,"J. Allen Williams",1960
870145,"K.C. Townsend",1942
1618145,"Kolbjörn Guwallius",1977
156147,"Manuchar Shervashidze",1930
88147,"Debra Blee",1958
1142149,"Marcell Miklós",1981
3301150,"Michael Koerbel",1979
768150,"David H. Sawyer",1936
173151,"Ginevra Colonna",1971
547151,"Ferenc Máriássy",1952
632152,"Anders Nilsson",1963
88153,"Stephan Bleek",1955
275154,"Thaís Fersoza",1984
768154,"Diane Sawyer",1945
4168154,"Petr Roskanuk",1958
71157,"Alphonse Beni",1946
5324158,"Uddika Premarathna",1980
20158,"Nick Allder",1943
598159,"Lúcia Moniz",1976
1601159,"Berthold Korner",1939
1754159,"Ayesha Kapoor",1994
1295161,"Florian Tessloff",1978
3162,"Marc Summers",1951
598163,"Sergio Moniz",1935
2366164,"Brianna Daguanno",2002
632165,"Bengt Braskered",1967
54167,"Meital Berdah",1978
156168,"Dumitru Chesa",1932
3169,"Jordan Foster",1964
1652170,"V.K. Sharma",1949
904174,"Katarína Vrzalová",1922
2145177,"Alexia Fast",1992
819177,"Josef Spitzer",1937
20179,"Henri Alleg",1921
1159180,"Ed Helms",1974
1635180,"Jeremy Rifkin",1943
496180,"Francis Leclerc",1971
2145181,"Michael D. Coe",1929
292182,"Laura Fraser",1976
241183,"George Duke",1946
9132183,"Marcel Isy-Schwart",1917
1822183,"Andra Fuller",1979
1720184,"Samantha Singh",1964
785185,"Yûgo Serikawa",1931
1856185,"Seong-Eon Lim",1983
156187,"Elizabeth Cheshire",1967
2502187,"Luke Hawx",1981
887189,"Scott Van Horn",1961
54191,"Isaac Bardavid",1931
989192,"Abdel-Aziz Essayed",1972
819192,"Christian Oskar Spitzl",1959
411194,"Valerio Isidori",1942
1091195,"Jill Schweitzer",1975
3198,"Jerome Bixby",1923
1567198,"Poorna Jagannathan",1972
2213199,"Sam Stout",1984
1567202,"Kate Miner",1984
1023204,"Ben Davis",1961
20204,"Scott Allegrucci",1965
1142205,"Daniel Mulloy",1977
190206,"Abigail Cruttenden",1968
870206,"Tammy Townsend",1970
4168206,"Kayla Jane",1986
1482207,"Gábor Rohonyi",1966
122209,"Torbjörn Burman",1946
343211,"Martin Grootenboer",1959
921214,"Marco Werba",1963
122214,"Wolfgang Burmann",1940
904214,"Branko Vucicevic",1934
819215,"Timofey Spivak",1947
54215,"Conxita Bardem",1918
3624216,"Marius Popp",1935
887216,"Chiem van Houweninge",1940
649217,"Ingrid Oppermann",1942
802217,"Sabine Singh",1974
2978217,"David Crespy",1960
3335218,"Leonardo Delai",1982
394218,"Kim Hopkins",1966
462218,"Aleksandr Kobzar",1976
2043219,"Mila Turajlic",1979
6191220,"Arvild Baud",1975
751221,"Jay Russell",1960
649222,"Giuliano Oppes",1969
309222,"Jivan Gasparyan",1928
394222,"Lightnin Hopkins",1912
649223,"Jeannine Oppewall",1946
3225,"Ed Begley",1901
717227,"Daphne Reid",1948
921227,"Gail Werbin",1946
649228,"Franco Oppini",1950
2536228,"Mercy Murugi",1983
1618229,"Liliana Escliar",1959
802230,"Shailendra Singh",1952
853231,"Tamara Taylor",1970
700235,"Tatjana Pujin",1966
10458238,"Dori Lage",1947
3241,"Heli Finkenzeller",1911
377243,"Dan Hennessey",1941
428243,"Ian Jones",1931
598243,"Thelonious Monk",1917
309244,"Olga Gasparova",1944
394248,"Neil Hopkins",1977
207249,"Borges de Barros",1920
105250,"Henry Brant",1913
1924253,"Bruce Nauman",1941
938256,"Jean-François Wolff",1963
122260,"Tam Dean Burn",1958
54260,"Emilio Bardi",1960
649261,"Arve Opsahl",1921
71261,"John Benitz",1965
1907262,"Mariusz Palej",1970
4627263,"Sayantani Ghosh",1985
1618263,"Masashi Kishimoto",1974
3263,"James Bolt",1956
139264,"Howard Carpendale",1946
105264,"Preston Wigasi Brant",1975
1805265,"Oliver Garrett",1981
4389267,"Riku Hagiwara",1999
615268,"Sean Murray",1968
4780269,"Leo Kraska",1984
54270,"Aleksander Bardini",1913
4321270,"Cameron Bigelow",1991
360272,"Bob Hannah",1939
479272,"Maria-Elena Laas",1983
2876275,"Andrea Balázs",1978
71275,"André Benjamin",1975
1890276,"Douglas Weir",1982
2281277,"Peter Dudgeon",1979
513277,"David Linx",1965
2264278,"Michelle Blaine",1964
1159278,"Jesse Ickler",1976
37279,"Rose Arrick",1928
547280,"Madeleine Marie",1914
54285,"Thomas Bardinet",1965
3981285,"Genevieve Barr",1985
1431287,"Chelsia Chan",1957
2519287,"Pauline Burlet",1996
1125288,"Brian Berrebbi",1978
955288,"Michel Zgarka",1950
275288,"Maksim Fesyun",1966
1618290,"Beri Shalmashi",1983
887290,"John van Kesteren",1921
292291,"Nino Frassica",1950
955294,"Zygmunt Zgraja",1937
3471295,"Arnold Borshay",1929
428296,"James Jones",1921
1006297,"Joe Armstrong",1978
1142297,"Michelle Opitz",1981
870299,"Patrice Toye",1967
904300,"Tihamér Vujicsics",1929
1057300,"Kiralj Erne",1919
1533300,"Sakalas Uzdavinys",1962
4202300,"Vin Garbutt",1947
751301,"Lucy Russell",1972
547301,"Salah Marei",1942
700302,"Enzo Pulcrano",1943
71302,"Floella Benjamin",1949
2179303,"Sarah Landman",1983
921303,"Barbara Werle",1928
462304,"Garrison Koch",1974
1992304,"Jan-Hinrik Drevs",1968
632305,"Sally Nilsson",1949
2298305,"Lothar Scharf",1951
3305,"Fausto Canel",1939
2536305,"Maria Karlsson",1978
1652308,"Will Keen",1970
2961309,"Step Vaessen",1965
2791310,"Fabrizio Apolloni",1964
2026311,"Annie Duke",1965
1873311,"Meghann Scully",1979
428314,"Janet Jones",1961
1142315,"Yesbolgan Oteulinov",1956
479316,"John Labanowski",1949
870316,"Kosuke Toyohara",1965
4576318,"Samantha Acampora",1989
1108319,"Kofi Annan",1938
955320,"Irina Zhalybina",1961
853321,"Wally Taylor",1930
258324,"Lionel Epp",1960
7738325,"James Assarasakorn",1993
2740325,"Dawid Pietkiewicz",1978
4151327,"Finn Alnaes",1932
1091327,"Teodosi Spasov",1961
5375327,"Akseli Gallen-Kallela",1865
1176328,"Tasos Perzikianidis",1952
5222328,"Benjamin Murmelstein",1905
122328,"John Earl Burnett",1962
1618330,"Arthur Bullock",1949
632333,"Moni Nilsson-Brännström",1955
785333,"Fabio Zerpa",1928
377333,"André Hennicke",1958
1210334,"Jerome Mintz",1930
683334,"Joseph Pilato",1949
836335,"Solomon Sturges",1941
4457335,"Yayaying Rhatha Phongam",1983
1023336,"Ulysses Dove",1947
4746337,"Charles Reynolds",1969
292338,"Franco Fraticelli",1928
105344,"Thomas Brasch",1945
870345,"Geoffrey Tozer",1923
1193346,"Sean Ellis",1970
938347,"Kaja Wolffers",1973
3964350,"Amandla Stenberg",1998
3182350,"Tim Klok",1980
734351,"Rick Rockwell",1956
105351,"John Brascia",1932
309353,"Paola Gassman",1945
6072353,"James Lunddon",1970
258353,"Tony Epper",1938
3080355,"Kenneth Vanbaeden",1993
2638356,"Alan Magor",1986
904356,"Branko Vukojevic",1956
207357,"John De Bello",1952
360358,"Charles Hannawalt",1910
326360,"James Goldstone",1931
904361,"Mirjana Vukomanovic",1967
870362,"Fausto Tozzi",1921
37364,"Carlos Arruza",1920
3624364,"Sugar Minott",1956
190369,"Juan de la Cruz",1542
904370,"Dusan Vukotic",1927
88370,"Henrik Blichmann",1914
156370,"J.L. Chestnut",1930
3371,"Wedigo von Schultzendorff",1945
2298371,"Radoslav Bartoník",1934
3372,"Chris Seager",1949
428372,"Jerry Jones",1927
54374,"Richard L. Bare",1913
853375,"Leigh Taylor-Young",1945
1363377,"Javiera Díaz de Valdés",1981
904379,"Gizela Vukovic",1926
4644380,"Alexander Favors",1986
207385,"Catherine Robbe-Grillet",1930
802387,"Pierre Siniac",1928
649387,"Christina Orbakaite",1971
666388,"Ross Patterson",1977
2893389,"Adelaida Buscato",1985
1703391,"Kae Minami",1976
224391,"Sergio Di Zio",1972
4270392,"Rauf Khalilov",1981
88393,"Ulrike Bliefert",1951
683397,"Ulf Pilgaard",1940
309397,"Márcia Gastaldi",1954
870400,"Ebbe Traberg",1932
513400,"Tatyana Lioznova",1924
887402,"Heidi Van Lier",1970
989403,"György Jakab",1950
411404,"Toshihiro Isomi",1957
4576405,"Jaime Christley",1977
802406,"Anu Sinisalo",1966
309410,"Norbert Gastell",1929
2774412,"Theo Cane Garvey",1988
3624414,"Nadia Jordan",1975
904415,"Mladen Vulic",1969
275416,"Herbert Feuerstein",1937
377417,"Paul Henning",1911
1363417,"Christian Fabre-Dit-Garrus",1965
683418,"Volker Elis Pilgrim",1942
1499420,"Marci Ien",1969
2332421,"Cheick Kongo",1975
530422,"Bruni Löbel",1920
377422,"Rupert Henning",1967
37423,"Danny Arroyo",1979
683424,"Herb Pilhofer",1931
1618424,"Ali Moallem",1962
751425,"Ronald Russell",1910
428426,"John Marshall Jones",1962
819426,"Will Spoor",1927
1278427,"Jenni Banerjee",1981
71428,"Péter Benkö",1947
258428,"Barak Epstein",1979
2281429,"Manuel Barceló",1953
309430,"Ana Gasteyer",1967
870430,"Bob Tracey",1923
411430,"Akiko Isozaki",1973
224430,"Alexander Diachenko",1965
2893431,"Yoshimasa Hosoya",1982
139432,"Pete Carpenter",1914
377433,"Astrid Henning-Jensen",1914
479433,"Vincenzo Labella",1925
207435,"Volfango De Biasi",1972
2179436,"Wan Lee",1984
105438,"Steffani Brass",1992
3369438,"Andrew Gori",1982
6599439,"Jay Hash",1983
870439,"Ian Tracey",1964
819440,"Gregory Sporleder",1964
20441,"Dede Allen",1923
3267441,"Sergio Della Pergola",1942
54441,"Edda Barends",1942
1414442,"Chad Taylor",1970
309442,"Thomas Gastinel",1972
904443,"Tuija Vuolle",1942
88444,"Anna Maria Blind",1937
2332445,"Roland Gockel",1963
2451445,"Tanner Beard",1984
2655445,"Zuria Vega",1989
122446,"W.R. Burnett",1899
1312447,"Lili Liu",1958
343447,"Michael Gross",1947
870447,"Olivia Tracey",1960
955448,"Yu Zhang",1957
105448,"Jean Brassard",1958
445449,"Albinas Keleris",1957
122450,"Billy Burnette",1953
292450,"Michael Frayn",1933
2281451,"Mikhail Eliseev",1970
1550452,"Bobbi Sue Luther",1978
887452,"Erik Van Looy",1962
3452,"Richard Crudo",1957
615452,"Rosamaria Murtinho",1935
734454,"Marcia Rodd",1940
445456,"Peter Keller",1943
819457,"Luca Sportelli",1927
547462,"Jacques Marin",1919
1873463,"Caleb Followill",1982
37464,"Cynira Arruda",1943
2366465,"Joseph Konrad Bundschuh",1989
734466,"Franc Roddam",1946
683467,"Alison Pill",1985
4610467,"Jorge Sánchez Fogarty",1944
496468,"Charles Lederer",1911
224468,"Youma Diakite",1976
921469,"Ralph Werner",1958
309470,"Lisa Gastoni",1935
2927470,"Stephan Pastis",1968
462470,"George Kochbeck",1955
955470,"Ziliang Zhang",1941
411473,"Michel Israël",1949
802473,"Sinnamon Love",1973
88475,"Genevieve Blinn",1874
887475,"Hans Van Manen",1932
955476,"Aliman Zhankorozova",1914
2536476,"Man-seok Oh",1975
819477,"Carlo Sposito",1924
258477,"Jean Epstein",1897
3199477,"Blase Ward",1988
1380478,"Sami Kafati",1936
1482483,"Fatih Terim",1953
768486,"Emel Sayin",1945
241487,"Sandrine Dumas",1963
6531488,"Karoline Hamm",1999
139489,"Alejo Carpentier",1904
3492,"Heinrich Schafmeister",1957
2179492,"Eliot Piltz",1978
615492,"Irina Murzayeva",1906
1465494,"Mikhail Politseymako",1976
394494,"John Hora",1940
649495,"Isabel Ordaz",1957
190495,"Willy Cruz",1947
156495,"Tai-Bo",1950
3981496,"Josh Brodis",1990
3497,"Aaron Lipstadt",1952
2740498,"Ivan Rios",1976
700500,"Dave Pultz",1952
1482502,"Ulrich Tilgner",1948
1295504,"Nani Widjaja",1944
955504,"Tao Zhao",1977
1363507,"Baltasar Garzón",1955
666508,"George Pattison",1957
1890509,"Yeelem Jappain",1987
3510,"Melanie J. Elin",1971
394513,"Slávek Horák",1975
785515,"David Serrano",1975
343516,"Ya'akov Gross",1949
717516,"John Reidy",1956
751516,"Willy Russell",1947
513517,"Malgorzata Lipmann",1976
173519,"Cornel Coman",1936
2400521,"Matthew Carter",1937
105523,"Normand Brathwaite",1958
1227523,"Germán Figueroa",1975
411523,"Tatiana Issa",1974
207524,"Peter De Bont",1955
139528,"Renato Carpentieri",1943
751529,"Tim Russert",1950
1635529,"Aaron Hendren",1972
2111531,"David Box",1977
972531,"Louise Monot",1981
377533,"Léo Henrichon",1912
139535,"Fabio Carpi",1925
785536,"Fernanda Serrano",1973
581536,"Thorsten Merten",1963
173536,"Nadia Comaneci",1961
190536,"Eric Cryderman",1911
904537,"Vyjayanthimala",1933
4355540,"Shiva Thejus",1982
122541,"Fred Burnley",1933
836542,"Michael Style",1933
1380543,"Lars Bo Kimergaard",1963
496543,"Inda Ledesma",1926
649545,"Napoleon Ordosgoiti",1907
785548,"Isabel Serrano",1969
479548,"Mikel Laboa",1934
343549,"Richard Grosse",1949
360551,"Jack Hanrahan",1933
309551,"Daryl Gates",1926
802551,"Gary Sinyor",1962
938551,"Czeslaw Wollejko",1916
3573553,"Martín Rossetti",1985
54554,"Sonny Barger",1938
870556,"Paul Tracy",1968
904556,"Nina Vyroubova",1921
411556,"Aline Issermann",1948
836557,"Eric Styles",1967
1958558,"Tine Wittler",1973
1125560,"Neil Cicierega",1986
1142560,"Robert Roklicer",1970
428561,"Kenneth V. Jones",1924
632561,"Nirmalamma",1920
717562,"Timothy Reifsnyder",1986
649563,"Juan de Orduña",1900
462563,"Peter Kock",1947
3607564,"Taisiya Igumentseva",1989
71564,"Peter Bennett-Jones",1955
224565,"Chris Diamantopoulos",1975
88566,"Wolf Blitzer",1948
37567,"Alexandru Arsinel",1939
122568,"Archibaldo Burns",1914
411568,"Martha Issová",1981
1618568,"Paskal Jakobsen",1974
700570,"Big Pun",1971
938570,"Kirk B.R. Woller",1962
105571,"Peter Bratt",1962
37571,"Mehmet Aslan",1931
54572,"Marek Bargielowski",1942
666572,"Helen Patton",1962
3572,"William Olsen",1950
649573,"Vasili Ordynsky",1923
1210573,"Maytê Piragibe",1983
700574,"Angela Punch McGregor",1953
768574,"José Sazatornil",1925
3574,"Maurice Jarre",1924
2910574,"Lorenzo Zurzolo",2000
275574,"Pavel Fiala",1937
275575,"Petr Fiala",1964
2927575,"Ionel Diaconescu",1984
1295575,"Jakub Wagner",1979
122576,"Bart Burns",1918
241577,"Petru Dumitriu",1926
10917577,"Dias Waldisleny",1981
751577,"Anthony Russo",1970
547579,"Anthony Marinelli",1959
258581,"Ülkü Erakalin",1934
462582,"Michal Kocourek",1965
955582,"Viktor Zhelobinsky",1950
802584,"Sture Sjöstedt",1916
751584,"Carmen Russo",1959
1380586,"Liesel Kopp",1972
513586,"Jacques Lippe",1925
1397589,"Ramon Colom",1952
564589,"Frances Lee McCain",1944
462590,"Margit Kocsis",1941
1142590,"Kamer Baba",1911
768591,"Sergey Sazontev",1946
615591,"Alfredo Muschietti",1944
768597,"Louis Saia",1950
972598,"Chie Tanaka",1981
649598,"Guillermo Orea",1929
5834598,"Colton Braun",1991
3454600,"Klaus Peter Karger",1955
88600,"Bernard Bloch",1949
5834600,"Tyrone Blassingame",1988
1040603,"Bujar Lako",1947
479604,"Johnny Laboriel",1942
547605,"Manolo Marinero",1943
105606,"Victoria Brattström",1972
1992607,"Elliot Ruiz",1985
54608,"Len Bari",1955
683609,"Kathy Pilon",1962
1159610,"Viktor Lakisov",1976
224610,"Debi Diamond",1965
1516611,"Gavin Syevens",1962
3611,"Uwe Greiner",1969
1482612,"Aleksandr Vysokovskiy",1963
955613,"Hao Zheng",1976
7483614,"Olympia Parks",1960
4355614,"Erika Aurian",1932
2791615,"Adam Gregory",1987
1431615,"Johan Grimonprez",1962
2383616,"Amikam Kovner",1977
581617,"Zienia Merton",1945
1448618,"Paolo Rossi",1956
105618,"Mary Ann Braubach",1959
1533619,"Joshua Coleman",1979
190619,"János Csak",1925
411620,"Bun Itakura",1957
530622,"Pål Løkkeberg",1934
1397622,"Keith A. Cox",1976
496622,"Mathias Ledoux",1953
768623,"Claudia Sbarigia",1958
326626,"Arlene Golonka",1936
479626,"Elina Labourdette",1919
37627,"Nicolás Artajo",1985
887630,"Richard Van Oosterhout",1962
1992631,"David Verdaguer",1983
7721631,"Kendra Fitzpatrick",1982
2706631,"Jon Racinskas",1978
598633,"Antonio Monsell",1935
